# Program:featureCounts v1.6.1; Command:"featureCounts" "-T" "4" "-t" "gene" "-g" "ID" "-O" "-s" "1" "-a" "Arabidopsis_thaliana.TAIR10.40.gff3" "-o" "results/KO2_feature.out" "results/KO2_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/KO2_Aligned.sortedByCoord.out.bam
gene:AT2G16594	2	7197774	7198082	+	309	0
gene:AT2G16595	2	7198127	7200385	+	2259	28
gene:AT2G16600	2	7200423	7201755	+	1333	1466
gene:AT2G16620	2	7205391	7205918	-	528	0
gene:AT2G16630	2	7209108	7211134	+	2027	49
gene:AT2G16640	2	7211059	7215617	-	4559	787
gene:AT2G16650	2	7215591	7218558	-	2968	47
gene:AT2G16660	2	7218654	7221890	-	3237	676
gene:AT2G16676	2	7230346	7232223	-	1878	0
gene:AT2G16700	2	7244500	7246069	+	1570	733
gene:AT2G16710	2	7248138	7250308	+	2171	131
gene:AT2G16720	2	7255473	7256831	-	1359	373
gene:AT2G16730	2	7261783	7266346	-	4564	1
gene:AT2G16740	2	7267722	7269055	+	1334	43
gene:AT2G16750	2	7271012	7274754	+	3743	52
gene:AT2G16760	2	7275657	7277285	+	1629	45
gene:AT2G16770	2	7279366	7281499	+	2134	61
gene:AT2G16780	2	7281374	7283686	-	2313	269
gene:AT2G16790	2	7283928	7285345	-	1418	66
gene:AT2G16800	2	7285698	7287393	+	1696	188
gene:AT2G16810	2	7287412	7288945	-	1534	0
gene:AT2G16835	2	7295851	7296318	+	468	0
gene:AT2G16850	2	7301334	7303509	+	2176	154
gene:AT2G16860	2	7303812	7306675	-	2864	289
gene:AT2G16870	2	7307970	7311796	-	3827	35
gene:AT2G16880	2	7312051	7314576	-	2526	88
gene:AT2G16890	2	7316789	7319243	+	2455	467
gene:AT2G16900	2	7323570	7326317	-	2748	238
gene:AT2G16910	2	7331721	7334254	+	2534	0
gene:AT2G16920	2	7334226	7339350	-	5125	269
gene:AT2G16930	2	7341078	7342317	+	1240	162
gene:AT2G16940	2	7342607	7347464	-	4858	814
gene:AT2G16950	2	7353773	7361256	+	7484	735
gene:AT2G16953	2	7361336	7362157	+	822	0
gene:AT2G16960	2	7364683	7368963	+	4281	1
gene:AT2G16970	2	7369452	7375688	+	6237	0
gene:AT2G16980	2	7376199	7381165	+	4967	1
gene:AT2G16990	2	7382805	7387976	+	5172	324
gene:AT2G17000	2	7388893	7392302	-	3410	0
gene:AT2G17010	2	7392762	7395985	-	3224	0
gene:AT2G17020	2	7396281	7398885	-	2605	128
gene:AT2G17030	2	7399056	7400970	+	1915	44
gene:AT2G17033	2	7401117	7403661	+	2545	59
gene:AT2G17036	2	7403693	7405262	+	1570	8
gene:AT2G17040	2	7406911	7408393	+	1483	22
gene:AT2G17043	2	7409063	7409582	+	520	0
gene:AT2G17050	2	7410704	7415802	-	5099	0
gene:AT2G17055	2	7417875	7418651	-	777	0
gene:AT2G17060	2	7422336	7427119	+	4784	0
gene:AT2G17070	2	7430806	7431939	-	1134	0
gene:AT2G17080	2	7433183	7434172	-	990	0
gene:AT2G17090	2	7434919	7437314	-	2396	0
gene:AT2G17110	2	7442707	7446099	-	3393	90
gene:AT2G17120	2	7458930	7460819	+	1890	196
gene:AT2G17130	2	7460814	7462607	-	1794	263
gene:AT2G17140	2	7462809	7466898	+	4090	28
gene:AT2G17150	2	7466687	7471586	-	4900	224
gene:AT2G17160	2	7472754	7474012	+	1259	0
gene:AT2G17170	2	7474736	7476438	+	1703	0
gene:AT2G17180	2	7476662	7477683	-	1022	0
gene:AT2G17190	2	7477845	7481690	-	3846	608
gene:AT2G17200	2	7481881	7485240	-	3360	658
gene:AT2G17210	2	7485398	7487608	-	2211	8
gene:AT2G17220	2	7487646	7490199	-	2554	188
gene:AT2G17230	2	7494536	7496292	-	1757	186
gene:AT2G17240	2	7498101	7499331	+	1231	125
gene:AT2G17250	2	7499472	7503195	+	3724	185
gene:AT2G17260	2	7504748	7508394	+	3647	71
gene:AT2G17265	2	7508473	7509887	+	1415	204
gene:AT2G17270	2	7510097	7512502	+	2406	19
gene:AT2G17280	2	7513128	7515117	+	1990	83
gene:AT2G17290	2	7516330	7519662	+	3333	368
gene:AT2G17300	2	7522050	7523177	-	1128	29
gene:AT2G17305	2	7527676	7529210	+	1535	0
gene:AT2G17310	2	7531194	7532412	+	1219	0
gene:AT2G17320	2	7533455	7536004	-	2550	270
gene:AT2G17340	2	7541313	7544383	-	3071	436
gene:AT2G17350	2	7545454	7546374	-	921	69
gene:AT2G17360	2	7546440	7548406	+	1967	1443
gene:AT2G17370	2	7549702	7552260	+	2559	111
gene:AT2G17380	2	7552992	7555163	+	2172	160
gene:AT2G17390	2	7555586	7558064	+	2479	589
gene:AT2G17410	2	7558916	7563781	+	4866	409
gene:AT2G17420	2	7564240	7566601	+	2362	731
gene:AT2G17430	2	7568018	7570912	+	2895	35
gene:AT2G17440	2	7570989	7573878	+	2890	188
gene:AT2G17442	2	7573812	7575951	-	2140	15
gene:AT2G17450	2	7576388	7577846	-	1459	115
gene:AT2G17470	2	7584372	7588127	-	3756	0
gene:AT2G17480	2	7590295	7594195	-	3901	654
gene:AT2G17500	2	7606728	7609278	+	2551	756
gene:AT2G17510	2	7609236	7616342	-	7107	338
gene:AT2G17520	2	7617151	7621129	+	3979	576
gene:AT2G17525	2	7623826	7626186	+	2361	44
gene:AT2G17530	2	7626325	7629149	+	2825	148
gene:AT2G17540	2	7630361	7631926	-	1566	56
gene:AT2G17550	2	7634126	7637832	-	3707	120
gene:AT2G17560	2	7642117	7643739	-	1623	399
gene:AT2G17570	2	7643925	7646274	+	2350	28
gene:AT2G17580	2	7646372	7650387	+	4016	102
gene:AT2G17590	2	7651015	7653219	-	2205	0
gene:AT2G17600	2	7654477	7656219	-	1743	0
gene:AT2G17620	2	7664055	7666522	+	2468	14
gene:AT2G17630	2	7666548	7668065	+	1518	86
gene:AT2G17640	2	7668078	7670495	-	2418	134
gene:AT2G17650	2	7670878	7673152	+	2275	19
gene:AT2G17660	2	7673145	7673712	+	568	3
gene:AT2G17670	2	7674319	7676276	+	1958	66
gene:AT2G17680	2	7679008	7680378	+	1371	0
gene:AT2G17690	2	7682162	7684083	+	1922	3
gene:AT2G17695	2	7682781	7685202	-	2422	22
gene:AT2G17700	2	7685354	7689445	-	4092	118
gene:AT2G17705	2	7692396	7693253	+	858	40
gene:AT2G17710	2	7693596	7694746	+	1151	125
gene:AT2G17720	2	7697311	7699630	+	2320	240
gene:AT2G17723	2	7700134	7700675	+	542	0
gene:AT2G17730	2	7703805	7705831	+	2027	46
gene:AT2G17740	2	7706896	7707954	-	1059	1
gene:AT2G17750	2	7709192	7711151	-	1960	0
gene:AT2G17760	2	7713234	7716505	+	3272	345
gene:AT2G17770	2	7722825	7724323	+	1499	61
gene:AT2G17780	2	7724406	7727503	-	3098	3
gene:AT2G17785	2	7728157	7728927	-	771	0
gene:AT2G17787	2	7731075	7733137	+	2063	91
gene:AT2G17790	2	7733563	7739675	+	6113	449
gene:AT2G17800	2	7739787	7742280	+	2494	106
gene:AT2G17820	2	7742870	7748502	-	5633	1758
gene:AT2G17830	2	7754048	7755604	+	1557	11
gene:AT2G17840	2	7755605	7757929	-	2325	661
gene:AT2G17845	2	7758846	7759881	+	1036	7
gene:AT2G17850	2	7760005	7760839	-	835	94
gene:AT2G17860	2	7761941	7763018	-	1078	0
gene:AT2G17870	2	7763528	7765276	-	1749	224
gene:AT2G17880	2	7766765	7768040	-	1276	35
gene:AT2G17890	2	7769521	7772782	-	3262	0
gene:AT2G17900	2	7773220	7776825	-	3606	27
gene:AT2G17905	2	7777279	7777805	+	527	0
gene:AT2G17920	2	7782712	7784287	+	1576	0
gene:AT2G17930	2	7784288	7802604	-	18317	1420
gene:AT2G17940	2	7802825	7803959	+	1135	7
gene:AT2G17950	2	7808871	7810811	-	1941	58
gene:AT2G17960	2	7812380	7813129	-	750	0
gene:AT2G17970	2	7818818	7821387	-	2570	67
gene:AT2G17972	2	7821585	7822330	+	746	52
gene:AT2G17975	2	7822074	7824121	-	2048	74
gene:AT2G17980	2	7824166	7826623	+	2458	377
gene:AT2G17990	2	7826811	7828827	+	2017	262
gene:AT2G18000	2	7828976	7830898	+	1923	20
gene:AT2G18010	2	7833782	7834653	+	872	0
gene:AT2G18020	2	7837067	7838476	+	1410	3059
gene:AT2G18025	2	7838773	7839199	+	427	0
gene:AT2G18030	2	7840037	7841823	+	1787	57
gene:AT2G18040	2	7841940	7843942	+	2003	628
gene:AT2G18050	2	7845923	7847031	+	1109	14
gene:AT2G18060	2	7847967	7851606	-	3640	25
gene:AT2G18070	2	7852529	7853666	+	1138	0
gene:AT2G18080	2	7857139	7859983	+	2845	0
gene:AT2G18090	2	7864175	7867820	+	3646	700
gene:AT2G18100	2	7867828	7871801	+	3974	75
gene:AT2G18110	2	7872201	7874010	+	1810	286
gene:AT2G18120	2	7876544	7878072	-	1529	1
gene:AT2G18130	2	7879308	7883935	-	4628	0
gene:AT2G18140	2	7887584	7888878	-	1295	2
gene:AT2G18150	2	7892034	7893709	-	1676	4494
gene:AT2G18160	2	7898012	7899242	-	1231	648
gene:AT2G18170	2	7907774	7910040	-	2267	72
gene:AT2G18180	2	7910703	7913861	-	3159	1
gene:AT2G18190	2	7913955	7915872	-	1918	5
gene:AT2G18193	2	7917413	7919345	-	1933	142
gene:AT2G18196	2	7920440	7922593	-	2154	52
gene:AT2G18200	2	7924267	7924671	-	405	0
gene:AT2G18210	2	7924958	7925918	-	961	118
gene:AT2G18220	2	7928015	7931953	+	3939	186
gene:AT2G18230	2	7931923	7934353	-	2431	315
gene:AT2G18240	2	7935244	7936900	+	1657	48
gene:AT2G18245	2	7936990	7939664	+	2675	64
gene:AT2G18250	2	7939822	7941696	+	1875	66
gene:AT2G18260	2	7941778	7943388	+	1611	4
gene:AT2G18280	2	7945998	7948468	+	2471	221
gene:AT2G18270	2	7946158	7946406	-	249	37
gene:AT2G18290	2	7948306	7950329	-	2024	63
gene:AT2G18300	2	7952404	7954785	-	2382	42
gene:AT2G18320	2	7956220	7957584	+	1365	0
gene:AT2G18328	2	7964326	7964995	+	670	1
gene:AT2G18330	2	7965635	7969108	+	3474	170
gene:AT2G18340	2	7969298	7971114	+	1817	0
gene:AT2G18350	2	7971017	7972396	-	1380	4
gene:AT2G18360	2	7976700	7979430	-	2731	252
gene:AT2G18370	2	7980532	7981868	+	1337	1078
gene:AT2G18380	2	7982556	7984126	-	1571	14
gene:AT2G18390	2	7988165	7989525	+	1361	124
gene:AT2G18400	2	7989476	7990586	-	1111	71
gene:AT2G18410	2	7990618	7992774	+	2157	47
gene:AT2G18420	2	7993801	7994554	+	754	0
gene:AT2G18450	2	7997344	8000825	-	3482	7
gene:AT2G18460	2	8001234	8002998	+	1765	3
gene:AT2G18465	2	8002891	8004866	-	1976	66
gene:AT2G18470	2	8005003	8008681	-	3679	235
gene:AT2G18480	2	8009101	8011277	-	2177	343
gene:AT2G18490	2	8020456	8021576	+	1121	4
gene:AT2G18500	2	8026957	8028273	+	1317	133
gene:AT2G18510	2	8030960	8033619	-	2660	471
gene:AT2G18520	2	8033832	8035412	-	1581	40
gene:AT2G18530	2	8039670	8040780	+	1111	0
gene:AT2G18540	2	8042096	8045033	-	2938	0
gene:AT2G18550	2	8049371	8051316	-	1946	19
gene:AT2G18560	2	8059106	8061073	+	1968	41
gene:AT2G18570	2	8063023	8065015	+	1993	99
gene:AT2G18590	2	8069945	8072866	+	2922	41
gene:AT2G18600	2	8073167	8075009	-	1843	73
gene:AT2G18620	2	8078174	8079537	+	1364	21
gene:AT2G18630	2	8080354	8082901	+	2548	275
gene:AT2G18640	2	8083518	8084960	-	1443	0
gene:AT2G18650	2	8086572	8088302	-	1731	2
gene:AT2G18660	2	8089411	8091736	-	2326	9
gene:AT2G18670	2	8093220	8094823	+	1604	38
gene:AT2G18680	2	8094614	8095779	+	1166	4
gene:AT2G18685	2	8094824	8095027	-	204	1
gene:AT2G18690	2	8097420	8099393	+	1974	190
gene:AT2G18700	2	8108898	8112010	+	3113	722
gene:AT2G18710	2	8112084	8114485	-	2402	272
gene:AT2G18720	2	8114785	8117085	-	2301	4
gene:AT2G18721	2	8116999	8117106	+	108	0
gene:AT2G18730	2	8118736	8121947	+	3212	172
gene:AT2G18740	2	8123195	8125078	+	1884	140
gene:AT2G18750	2	8125128	8128702	+	3575	802
gene:AT2G18760	2	8128706	8134401	+	5696	186
gene:AT2G18770	2	8134566	8136646	+	2081	194
gene:AT2G18780	2	8136740	8138142	-	1403	58
gene:AT2G18790	2	8139756	8144461	+	4706	523
gene:AT2G18800	2	8144881	8146477	+	1597	0
gene:AT2G18810	2	8147939	8149469	-	1531	0
gene:AT2G18830	2	8156204	8156401	-	198	0
gene:AT2G18840	2	8158106	8160091	+	1986	80
gene:AT2G18850	2	8160600	8163762	+	3163	69
gene:AT2G18860	2	8163942	8166006	+	2065	122
gene:AT2G18870	2	8167471	8168668	+	1198	0
gene:AT2G18876	2	8169546	8172523	+	2978	110
gene:AT2G18880	2	8172189	8178995	+	6807	8
gene:AT2G18890	2	8183638	8186851	+	3214	21
gene:AT2G18900	2	8188237	8192536	-	4300	236
gene:AT2G18910	2	8192702	8194396	-	1695	145
gene:AT2G18915	2	8194512	8197483	-	2972	95
gene:AT2G18920	2	8197753	8198160	-	408	0
gene:AT2G18938	2	8202216	8203004	+	789	3
gene:AT2G18940	2	8203705	8206478	-	2774	105
gene:AT2G18950	2	8207199	8210513	+	3315	118
gene:AT2G18960	2	8221514	8227622	+	6109	6491
gene:AT2G18969	2	8229000	8229574	-	575	0
gene:AT2G18970	2	8229116	8229755	+	640	0
gene:AT2G18980	2	8233335	8235440	-	2106	42
gene:AT2G18990	2	8238495	8240018	-	1524	94
gene:AT2G19000	2	8241104	8241795	+	692	0
gene:AT2G19010	2	8242951	8245581	+	2631	0
gene:AT2G19020	2	8246160	8246510	+	351	0
gene:AT2G19030	2	8247726	8248181	+	456	0
gene:AT2G19040	2	8249877	8250208	+	332	0
gene:AT2G19045	2	8251612	8252071	+	460	0
gene:AT2G19050	2	8253333	8255676	+	2344	0
gene:AT2G19060	2	8256921	8260545	+	3625	0
gene:AT2G19070	2	8260038	8261985	-	1948	0
gene:AT2G19080	2	8262696	8265138	+	2443	216
gene:AT2G19090	2	8264974	8268416	-	3443	157
gene:AT2G19110	2	8278789	8286561	+	7773	466
gene:AT2G19120	2	8286625	8292498	-	5874	49
gene:AT2G19130	2	8293640	8296485	+	2846	211
gene:AT2G19146	2	8303889	8304455	+	567	1
gene:AT2G19150	2	8305100	8307580	+	2481	4
gene:AT2G19160	2	8309533	8314008	+	4476	114
gene:AT2G19170	2	8313671	8318596	-	4926	92
gene:AT2G19180	2	8324653	8326223	+	1571	136
gene:AT2G19190	2	8326049	8329944	-	3896	22
gene:AT2G19210	2	8335639	8339307	-	3669	0
gene:AT2G19220	2	8340678	8342161	-	1484	0
gene:AT2G19230	2	8343452	8348431	-	4980	0
gene:AT2G19240	2	8348869	8352562	-	3694	26
gene:AT2G19260	2	8356092	8360212	+	4121	67
gene:AT2G19270	2	8360150	8361951	-	1802	193
gene:AT2G19280	2	8362387	8366144	+	3758	40
gene:AT2G19290	2	8365919	8367022	-	1104	1
gene:AT2G19300	2	8368040	8368219	-	180	0
gene:AT2G19310	2	8369568	8370675	-	1108	63
gene:AT2G19320	2	8370691	8371108	-	418	0
gene:AT2G19330	2	8372861	8374453	+	1593	5
gene:AT2G19340	2	8373766	8375955	-	2190	68
gene:AT2G19350	2	8376155	8377356	+	1202	31
gene:AT2G19360	2	8378664	8383374	+	4711	0
gene:AT2G19365	2	8380020	8381326	-	1307	0
gene:AT2G19380	2	8383807	8387012	+	3206	25
gene:AT2G19385	2	8386933	8388790	+	1858	70
gene:AT2G19390	2	8389610	8397939	-	8330	215
gene:AT2G19400	2	8399100	8402664	-	3565	69
gene:AT2G19410	2	8404764	8409081	-	4318	1
gene:AT2G19420	2	8411701	8413883	+	2183	0
gene:AT2G19430	2	8415046	8417994	+	2949	98
gene:AT2G19440	2	8418078	8420195	-	2118	28
gene:AT2G19450	2	8426117	8429853	+	3737	158
gene:AT2G19460	2	8431363	8432269	+	907	5
gene:AT2G19470	2	8433542	8436602	-	3061	254
gene:AT2G19480	2	8438393	8441501	+	3109	749
gene:AT2G19490	2	8441520	8444233	+	2714	36
gene:AT2G19500	2	8444204	8447355	-	3152	0
gene:AT2G19510	2	8453200	8453713	+	514	0
gene:AT2G19520	2	8455756	8459642	+	3887	453
gene:AT2G19530	2	8459947	8461715	+	1769	9
gene:AT2G19540	2	8461748	8464534	+	2787	424
gene:AT2G19550	2	8464533	8465531	-	999	6
gene:AT2G19560	2	8465690	8469145	-	3456	64
gene:AT2G19570	2	8470244	8471644	-	1401	228
gene:AT2G19580	2	8472134	8475153	-	3020	35
gene:AT2G19590	2	8475276	8477733	-	2458	150
gene:AT2G19600	2	8478970	8483854	+	4885	127
gene:AT2G19610	2	8483940	8486086	+	2147	4
gene:AT2G19620	2	8485991	8488963	-	2973	62
gene:AT2G19630	2	8490181	8491110	-	930	0
gene:AT2G19640	2	8491192	8492920	+	1729	66
gene:AT2G19650	2	8493469	8495892	-	2424	13
gene:AT2G19660	2	8496602	8498807	-	2206	1
gene:AT2G19670	2	8499000	8501294	-	2295	86
gene:AT2G19680	2	8500946	8502955	+	2010	126
gene:AT2G19690	2	8503217	8504924	+	1708	11
gene:AT2G19700	2	8504967	8505661	-	695	0
gene:AT2G19710	2	8506130	8510081	+	3952	208
gene:AT2G19720	2	8510020	8511395	-	1376	39
gene:AT2G19730	2	8511486	8513291	+	1806	1098
gene:AT2G19740	2	8513448	8514666	+	1219	306
gene:AT2G19750	2	8514899	8516138	+	1240	366
gene:AT2G19760	2	8516658	8518194	-	1537	426
gene:AT2G19770	2	8519485	8521275	-	1791	11
gene:AT2G19780	2	8522678	8525238	-	2561	86
gene:AT2G19790	2	8527175	8528685	+	1511	206
gene:AT2G19800	2	8530865	8533779	-	2915	1302
gene:AT2G19802	2	8538776	8539217	-	442	0
gene:AT2G19810	2	8550253	8551979	+	1727	69
gene:AT2G19820	2	8553543	8554040	-	498	0
gene:AT2G19830	2	8557646	8559808	-	2163	295
gene:AT2G19850	2	8568569	8569890	+	1322	0
gene:AT2G19860	2	8570607	8574067	+	3461	78
gene:AT2G19870	2	8575785	8578002	+	2218	72
gene:AT2G19880	2	8581088	8585500	+	4413	165
gene:AT2G19890	2	8586050	8589637	+	3588	2
gene:AT2G19893	2	8589953	8590324	+	372	0
gene:AT2G19900	2	8591808	8595559	-	3752	2
gene:AT2G19910	2	8595605	8600931	-	5327	22
gene:AT2G19920	2	8601858	8607052	-	5195	11
gene:AT2G19930	2	8607340	8612648	-	5309	72
gene:AT2G19940	2	8612926	8616117	+	3192	172
gene:AT2G19950	2	8615971	8621774	-	5804	364
gene:AT2G19960	2	8621965	8622851	+	887	2
gene:AT2G19970	2	8623699	8624624	-	926	363
gene:AT2G19980	2	8627536	8628220	-	685	1
gene:AT2G19990	2	8629857	8630688	-	832	199
gene:AT2G20000	2	8631959	8637300	-	5342	225
gene:AT2G20010	2	8637663	8641631	-	3969	261
gene:AT2G20020	2	8644369	8647291	+	2923	155
gene:AT2G20030	2	8647721	8649225	+	1505	5
gene:AT2G20050	2	8649434	8654819	-	5386	340
gene:AT2G20060	2	8658981	8661558	+	2578	269
gene:AT2G20070	2	8661987	8662614	+	628	0
gene:AT2G20080	2	8662892	8665026	-	2135	15
gene:AT2G20100	2	8677960	8682175	+	4216	30
gene:AT2G20110	2	8683979	8687283	+	3305	36
gene:AT2G20120	2	8687330	8690214	-	2885	176
gene:AT2G20130	2	8690293	8692490	-	2198	139
gene:AT2G20140	2	8692567	8695111	+	2545	256
gene:AT2G20142	2	8695374	8696643	+	1270	89
gene:AT2G20150	2	8697300	8699299	+	2000	0
gene:AT2G20160	2	8699511	8700186	-	676	0
gene:AT2G20170	2	8701013	8704357	+	3345	19
gene:AT2G20180	2	8704024	8707009	-	2986	88
gene:AT2G20190	2	8711579	8719115	-	7537	660
gene:AT2G20208	2	8720790	8721423	+	634	0
gene:AT2G20210	2	8721325	8725127	-	3803	60
gene:AT2G20230	2	8725541	8727742	+	2202	315
gene:AT2G20240	2	8727626	8730525	-	2900	55
gene:AT2G20250	2	8733285	8736597	-	3313	55
gene:AT2G20260	2	8736734	8737767	+	1034	290
gene:AT2G20270	2	8737705	8739677	-	1973	108
gene:AT2G20280	2	8739740	8742650	-	2911	322
gene:AT2G20290	2	8742885	8752315	-	9431	125
gene:AT2G20300	2	8755852	8760298	-	4447	362
gene:AT2G20310	2	8761180	8763372	-	2193	88
gene:AT2G20320	2	8766486	8772668	+	6183	181
gene:AT2G20330	2	8772653	8775668	-	3016	353
gene:AT2G20340	2	8779667	8782789	+	3123	62
gene:AT2G20350	2	8784769	8785447	+	679	1
gene:AT2G20360	2	8785960	8789570	+	3611	1060
gene:AT2G20362	2	8789594	8790742	+	1149	45
gene:AT2G20370	2	8791939	8794401	+	2463	202
gene:AT2G20380	2	8794818	8795980	-	1163	0
gene:AT2G20390	2	8796185	8798293	-	2109	72
gene:AT2G20400	2	8799041	8801991	+	2951	87
gene:AT2G20410	2	8802091	8804422	+	2332	64
gene:AT2G20420	2	8805342	8808171	+	2830	977
gene:AT2G20430	2	8808414	8810200	-	1787	0
gene:AT2G20440	2	8810644	8813696	-	3053	67
gene:AT2G20450	2	8813832	8815379	+	1548	307
gene:AT2G20463	2	8823669	8824150	-	482	0
gene:AT2G20465	2	8825053	8825544	-	492	0
gene:AT2G20470	2	8826017	8829771	-	3755	1
gene:AT2G20480	2	8830123	8831615	-	1493	2
gene:AT2G20490	2	8831681	8832929	+	1249	124
gene:AT2G20495	2	8832957	8835263	+	2307	30
gene:AT2G20500	2	8835120	8836044	-	925	15
gene:AT2G20510	2	8836018	8838710	-	2693	0
gene:AT2G20515	2	8838750	8839857	-	1108	22
gene:AT2G20520	2	8840557	8841565	+	1009	2
gene:AT2G20530	2	8841972	8844022	+	2051	250
gene:AT2G20540	2	8844079	8846095	+	2017	44
gene:AT2G20550	2	8845802	8847311	-	1510	67
gene:AT2G20560	2	8848130	8850111	-	1982	108
gene:AT2G20562	2	8850148	8851035	-	888	16
gene:AT2G20570	2	8855302	8857758	+	2457	9
gene:AT2G20580	2	8858962	8864865	+	5904	1350
gene:AT2G20585	2	8865016	8866791	+	1776	112
gene:AT2G20590	2	8867040	8869329	-	2290	27
gene:AT2G20595	2	8871518	8872061	-	544	0
gene:AT2G20597	2	8873007	8873546	+	540	0
gene:AT2G20605	2	8876436	8876912	+	477	0
gene:AT2G20610	2	8877887	8880440	-	2554	1133
gene:AT2G20613	2	8886037	8886444	-	408	0
gene:AT2G20616	2	8887116	8888305	-	1190	0
gene:AT2G20618	2	8888880	8889303	+	424	0
gene:AT2G20619	2	8891191	8891391	+	201	0
gene:AT2G20620	2	8891920	8893244	-	1325	0
gene:AT2G20625	2	8896154	8897218	-	1065	1
gene:AT2G20630	2	8896912	8899898	-	2987	387
gene:AT2G20635	2	8900360	8903698	+	3339	47
gene:AT2G20650	2	8903343	8907339	-	3997	89
gene:AT2G20660	2	8909467	8909772	+	306	0
gene:AT2G20670	2	8911860	8913747	-	1888	171
gene:AT2G20680	2	8920447	8923227	+	2781	16
gene:AT2G20690	2	8923305	8924974	+	1670	108
gene:AT2G20700	2	8924894	8925804	-	911	2
gene:AT2G20710	2	8925926	8927844	+	1919	18
gene:AT2G20720	2	8927822	8930120	-	2299	24
gene:AT2G20725	2	8933317	8935496	-	2180	40
gene:AT2G20740	2	8935537	8937554	+	2018	63
gene:AT2G20750	2	8940833	8942706	+	1874	6
gene:AT2G20760	2	8942750	8945244	-	2495	746
gene:AT2G20770	2	8945243	8947310	+	2068	12
gene:AT2G20780	2	8947242	8949429	-	2188	128
gene:AT2G20790	2	8949453	8952874	-	3422	236
gene:AT2G20784	2	8949615	8949874	+	260	0
gene:AT2G20800	2	8953057	8955831	-	2775	18
gene:AT2G20805	2	8956169	8956737	+	569	0
gene:AT2G20810	2	8957793	8959780	+	1988	129
gene:AT2G20815	2	8959255	8962149	+	2895	42
gene:AT2G20820	2	8964199	8965568	+	1370	569
gene:AT2G20825	2	8965556	8967243	-	1688	27
gene:AT2G20830	2	8968195	8970739	-	2545	165
gene:AT2G20835	2	8970886	8971339	-	454	4
gene:AT2G20840	2	8971696	8974555	-	2860	83
gene:AT2G20850	2	8975313	8979437	-	4125	341
gene:AT2G20860	2	8979554	8981923	+	2370	379
gene:AT2G20870	2	8981927	8982712	-	786	0
gene:AT2G20873	2	8982123	8982194	+	72	0
gene:AT2G20875	2	8982863	8983814	-	952	0
gene:AT2G20880	2	8985959	8987302	+	1344	3
gene:AT2G20890	2	8987584	8989416	+	1833	916
gene:AT2G20900	2	8989275	8993275	-	4001	290
gene:AT2G20920	2	8998450	9000073	+	1624	151
gene:AT2G20921	2	9000025	9000228	-	204	0
gene:AT2G20930	2	9000450	9001837	-	1388	122
gene:AT2G20940	2	9002001	9002908	-	908	43
gene:AT2G20950	2	9002843	9005944	+	3102	374
gene:AT2G20960	2	9006610	9009794	+	3185	171
gene:AT2G20970	2	9009867	9011067	+	1201	0
gene:AT2G20980	2	9011344	9013963	-	2620	23
gene:AT2G20990	2	9014470	9018099	+	3630	913
gene:AT2G21010	2	9020944	9021870	+	927	0
gene:AT2G21030	2	9024536	9025764	-	1229	0
gene:AT2G21040	2	9026157	9027310	+	1154	0
gene:AT2G21045	2	9027730	9029058	+	1329	6
gene:AT2G21050	2	9034056	9036636	+	2581	161
gene:AT2G21060	2	9036766	9037782	-	1017	55
gene:AT2G21070	2	9040852	9043651	+	2800	47
gene:AT2G21080	2	9043699	9045389	+	1691	12
gene:AT2G21090	2	9045440	9047646	-	2207	46
gene:AT2G21100	2	9048131	9049404	-	1274	234
gene:AT2G21105	2	9048192	9048203	+	12	0
gene:AT2G21110	2	9050220	9050868	-	649	1
gene:AT2G21120	2	9051725	9054821	-	3097	268
gene:AT2G21130	2	9055398	9056481	-	1084	124
gene:AT2G21140	2	9060561	9062093	-	1533	9
gene:AT2G21150	2	9065154	9068228	+	3075	131
gene:AT2G21160	2	9068252	9070473	+	2222	587
gene:AT2G21170	2	9070734	9074470	-	3737	1335
gene:AT2G21180	2	9074660	9075631	-	972	52
gene:AT2G21185	2	9076437	9077048	-	612	76
gene:AT2G21190	2	9080760	9083009	+	2250	221
gene:AT2G21195	2	9083144	9083909	+	766	20
gene:AT2G21200	2	9083906	9084803	-	898	0
gene:AT2G21210	2	9084628	9086029	-	1402	1
gene:AT2G21220	2	9089226	9090052	+	827	0
gene:AT2G21230	2	9093136	9096414	-	3279	136
gene:AT2G21235	2	9096527	9098767	-	2241	7
gene:AT2G21237	2	9100536	9101215	-	680	0
gene:AT2G21240	2	9101277	9103141	-	1865	142
gene:AT2G21250	2	9103136	9105187	-	2052	878
gene:AT2G21260	2	9105583	9107380	-	1798	11
gene:AT2G21270	2	9107546	9110275	+	2730	441
gene:AT2G21280	2	9110136	9112776	-	2641	298
gene:AT2G21290	2	9112798	9113597	+	800	76
gene:AT2G21300	2	9114032	9119977	-	5946	364
gene:AT2G21320	2	9126263	9127987	+	1725	26
gene:AT2G21330	2	9128122	9130619	-	2498	789
gene:AT2G21340	2	9132381	9136787	+	4407	113
gene:AT2G21350	2	9136203	9137284	-	1082	29
gene:AT2G21370	2	9137451	9140142	-	2692	64
gene:AT2G21380	2	9141465	9149330	+	7866	258
gene:AT2G21385	2	9149577	9151970	+	2394	216
gene:AT2G21390	2	9151940	9156906	+	4967	1680
gene:AT2G21400	2	9158310	9159732	+	1423	0
